#separator:tab
#html:true
#columns:Key	Component	Pinyin	Meaning	MemberChars	SameSyllableChars	Reliability	Productivity	Frequency	Decomposition	CrossRefs	Note	Link	Audio	Tags
#tags column:15
千:qian1	千	qiān	thousand	迁仟阡芊钎	纤		13	599	once:㇒+十;radical:㇒+十			https://hanzicraft.com/dashboard/character/%E5%8D%83%E8%BF%81%E4%BB%9F%E9%98%A1%E8%8A%8A%E9%92%8E	[sound:qian1.mp3]	phonetic-component
遣:qian3	遣	qiǎn	dispatch	谴譴缱繾		5/5	2	1778	once:辶+𠳋;radical:辶+口+丨+一+㠯			https://hanzicraft.com/dashboard/character/%E9%81%A3%E8%B0%B4%E8%AD%B4%E7%BC%B1%E7%B9%BE	[sound:qian3.mp3]	phonetic-component
强:qiang3	强	qiǎng	strong / powerful / better / slightly more than / vigorous / violent / best in their category, e.g. see 百強|百强[bai3 qiang2]	襁镪鏹			5	292	once:弓+虽;radical:弓+口+虫			https://hanzicraft.com/dashboard/character/%E5%BC%BA%E8%A5%81%E9%95%AA%E9%8F%B9	[sound:qiang3.mp3]	phonetic-component
乔:qiao2	乔	qiáo	tall	桥侨荞			11	1486	once:夭+?;radical:㇒+大+?			https://hanzicraft.com/dashboard/character/%E4%B9%94%E6%A1%A5%E4%BE%A8%E8%8D%9E	[sound:qiao2.mp3]	phonetic-component
喬:qiao2	喬	qiáo	tall	橋僑蕎	蹻		8	1486	once:夭+?;radical:㇒+大+口+冂+口			https://hanzicraft.com/dashboard/character/%E5%96%AC%E6%A9%8B%E5%83%91%E8%95%8E	[sound:qiao2.mp3]	phonetic-component
禽:qin2	禽	qín	generic term for birds and animals / birds / to capture (old)	擒噙檎		4/4	4	2557	once:人+离;radical:人+亠+凵+乂+禸			https://hanzicraft.com/dashboard/character/%E7%A6%BD%E6%93%92%E5%99%99%E6%AA%8E	[sound:qin2.mp3]	phonetic-component
秋:qiu1	秋	qiū	autumn / fall / harvest time / a swing	鞦鳅鰍楸			14	1149	once:禾+火;radical:禾+火			https://hanzicraft.com/dashboard/character/%E7%A7%8B%E9%9E%A6%E9%B3%85%E9%B0%8D%E6%A5%B8	[sound:qiu1.mp3]	phonetic-component
求:qiu2	求	qiú	to seek / to look for / to request / to demand / to beseech	球裘俅逑赇			10	312	once:?+氺;radical:𠂇+丶+氺			https://hanzicraft.com/dashboard/character/%E6%B1%82%E7%90%83%E8%A3%98%E4%BF%85%E9%80%91%E8%B5%87	[sound:qiu2.mp3]	phonetic-component
区:qu1	区	qū	area / region / district / small / distinguish / CL:個|个[ge4]	驱躯岖			17	265	once:匚+乂;radical:匚+乂	ōu / 欧鸥殴沤讴		https://hanzicraft.com/dashboard/character/%E5%8C%BA%E9%A9%B1%E8%BA%AF%E5%B2%96	[sound:qu1.mp3]	phonetic-component
區:qu1	區	qū	area / region / district / small / distinguish / CL:個|个[ge4]	驅軀嶇			5	265	once:匚+品;radical:匚+品	ōu / 歐鷗毆漚謳		https://hanzicraft.com/dashboard/character/%E5%8D%80%E9%A9%85%E8%BB%80%E5%B6%87	[sound:qu1.mp3]	phonetic-component
全:quan2	全	quán	all / whole / entire / every / complete	荃痊诠詮铨			13	124	once:人+王;radical:人+王			https://hanzicraft.com/dashboard/character/%E5%85%A8%E8%8D%83%E7%97%8A%E8%AF%A0%E8%A9%AE%E9%93%A8	[sound:quan2.mp3]	phonetic-component
刃:ren4	刃	rèn	edge of blade	韧韌纫紉仞	忍		11	2694	once:刀+丶;radical:刀+丶			https://hanzicraft.com/dashboard/character/%E5%88%83%E9%9F%A7%E9%9F%8C%E7%BA%AB%E7%B4%89%E4%BB%9E	[sound:ren4.mp3]	phonetic-component
容:rong2	容	róng	to hold / to contain / to allow / to tolerate / appearance / look / countenance	蓉溶熔榕镕			9	442	once:宀+谷;radical:宀+谷			https://hanzicraft.com/dashboard/character/%E5%AE%B9%E8%93%89%E6%BA%B6%E7%86%94%E6%A6%95%E9%95%95	[sound:rong2.mp3]	phonetic-component
柔:rou2	柔	róu	soft / flexible / supple / yielding / rho (Greek letter Ρρ)	揉蹂鞣糅			7	1571	once:矛+木;radical:矛+木			https://hanzicraft.com/dashboard/character/%E6%9F%94%E6%8F%89%E8%B9%82%E9%9E%A3%E7%B3%85	[sound:rou2.mp3]	phonetic-component
色:se4	色	sè	color / CL:種|种[zhong3] / look / appearance / sex	铯銫			11	304	once:⺈+巴			https://hanzicraft.com/dashboard/character/%E8%89%B2%E9%93%AF%E9%8A%AB	[sound:se4.mp3]	phonetic-component
杀:sha1	杀	shā	to kill / to murder / to fight / to weaken or reduce / to smart (topolect) / to counteract / (used after a verb) extremely	殺刹铩			5	587	once:乂+朩;radical:乂+十+小			https://hanzicraft.com/dashboard/character/%E6%9D%80%E6%AE%BA%E5%88%B9%E9%93%A9	[sound:sha1.mp3]	phonetic-component
沙:sha1	沙	shā	granule / hoarse / raspy / sand / powder / CL:粒[li4] / abbr. for Tsar or Tsarist Russia	莎鲨鯊裟痧			12	846	once:氵+少;radical:氵+小+丿			https://hanzicraft.com/dashboard/character/%E6%B2%99%E8%8E%8E%E9%B2%A8%E9%AF%8A%E8%A3%9F%E7%97%A7	[sound:sha1.mp3]	phonetic-component
彡:shan1	彡	shān		衫杉钐釤			90	7039	once:㇒			https://hanzicraft.com/dashboard/character/%E5%BD%A1%E8%A1%AB%E6%9D%89%E9%92%90%E9%87%A4	[sound:shan1.mp3]	phonetic-component
善:shan4	善	shàn	good (virtuous) / benevolent / well-disposed / good at sth / to improve or perfect	膳蟮缮繕鳝		7/7	6	748	once:?+口;radical:羊+丷+一+口			https://hanzicraft.com/dashboard/character/%E5%96%84%E8%86%B3%E8%9F%AE%E7%BC%AE%E7%B9%95%E9%B3%9D	[sound:shan4.mp3]	phonetic-component
召:shao4	召	shào	to call together / to summon / to convene / temple or monastery (used in place names in Inner Mongolia)	绍紹邵劭	韶		20	1212	once:刀+口;radical:刀+口			https://hanzicraft.com/dashboard/character/%E5%8F%AC%E7%BB%8D%E7%B4%B9%E9%82%B5%E5%8A%AD	[sound:shao4.mp3]	phonetic-component
申:shen1	申	shēn	to extend / to state / to explain / 9th earthly branch: 3-5 p.m., 7th solar month (7th August-7th September), year of the Monkey	伸绅紳呻砷	神审胂		12	1108	once:日+丨;radical:日+丨			https://hanzicraft.com/dashboard/character/%E7%94%B3%E4%BC%B8%E7%BB%85%E7%B4%B3%E5%91%BB%E7%A0%B7	[sound:shen1.mp3]	phonetic-component
生:sheng1	生	shēng	to be born / to give birth / life / to grow / raw, uncooked	牲甥笙鼪	胜眚		25	34	once:龶+㇒			https://hanzicraft.com/dashboard/character/%E7%94%9F%E7%89%B2%E7%94%A5%E7%AC%99%E9%BC%AA	[sound:sheng1.mp3]	phonetic-component
時:shi2	時	shí	o'clock / time / when / hour / season / period	蒔塒鰣			11	25	once:日+寺;radical:日+土+寸			https://hanzicraft.com/dashboard/character/%E6%99%82%E8%92%94%E5%A1%92%E9%B0%A3	[sound:shi2.mp3]	phonetic-component
时:shi2	时	shí	o'clock / time / when / hour / season / period	莳埘鲥			3	25	once:日+寸;radical:日+寸			https://hanzicraft.com/dashboard/character/%E6%97%B6%E8%8E%B3%E5%9F%98%E9%B2%A5	[sound:shi2.mp3]	phonetic-component
市:shi4	市	shì	market / city / CL:個|个[ge4]	柿铈鈰			5	254	once:亠+巾;radical:亠+巾			https://hanzicraft.com/dashboard/character/%E5%B8%82%E6%9F%BF%E9%93%88%E9%88%B0	[sound:shi4.mp3]	phonetic-component
式:shi4	式	shì	type / form / pattern / style	试試轼軾拭			6	303	once:弋+工;radical:弋+工			https://hanzicraft.com/dashboard/character/%E5%BC%8F%E8%AF%95%E8%A9%A6%E8%BD%BC%E8%BB%BE%E6%8B%AD	[sound:shi4.mp3]	phonetic-component
术:shu4	术	shù	various genera of flowers of Asteracea family (daisies and chrysanthemums), including Atractylis lancea	術述沭	秫		6	328	once:木+丶;radical:木+丶			https://hanzicraft.com/dashboard/character/%E6%9C%AF%E8%A1%93%E8%BF%B0%E6%B2%AD	[sound:shu4.mp3]	phonetic-component
思:si1	思	sī	to think / to consider	锶鍶缌緦			11	298	once:田+心;radical:田+心			https://hanzicraft.com/dashboard/character/%E6%80%9D%E9%94%B6%E9%8D%B6%E7%BC%8C%E7%B7%A6	[sound:si1.mp3]	phonetic-component
斯:si1	斯	sī	(phonetic) / this	撕嘶厮廝澌		6/6	4	168	once:其+斤;radical:甘+一+八+斤			https://hanzicraft.com/dashboard/character/%E6%96%AF%E6%92%95%E5%98%B6%E5%8E%AE%E5%BB%9D%E6%BE%8C	[sound:si1.mp3]	phonetic-component
四:si4	四	sì	four / 4	泗驷駟			2	226	once:囗+儿;radical:囗+儿			https://hanzicraft.com/dashboard/character/%E5%9B%9B%E6%B3%97%E9%A9%B7%E9%A7%9F	[sound:si4.mp3]	phonetic-component
巳:si4	巳	sì	6th earthly branch: 9-11 a.m., 4th solar month (5th May-5th June), year of the Snake	祀汜			85	3375	once:尸+乚			https://hanzicraft.com/dashboard/character/%E5%B7%B3%E7%A5%80%E6%B1%9C	[sound:si4.mp3]	phonetic-component
松:song1	松	sōng	loose / to loosen / to relax	鬆淞凇崧菘			5	893	once:木+公;radical:木+八+厶			https://hanzicraft.com/dashboard/character/%E6%9D%BE%E9%AC%86%E6%B7%9E%E5%87%87%E5%B4%A7%E8%8F%98	[sound:song1.mp3]	phonetic-component
素:su4	素	sù	raw silk / white / plain, unadorned / vegetarian (food) / essence / nature / element / constituent / usually / always / ever	愫嗉膆			4	660	once:龶+糸;radical:龶+糸			https://hanzicraft.com/dashboard/character/%E7%B4%A0%E6%84%AB%E5%97%89%E8%86%86	[sound:su4.mp3]	phonetic-component
遂:sui4	遂	suì	to satisfy / to succeed / then / thereupon / finally / unexpectedly / to proceed / to reach	隧邃燧繸鐩		6/6	9	2014	once:辶+㒸;radical:辶+丷+豕		㒸	https://hanzicraft.com/dashboard/character/%E9%81%82%E9%9A%A7%E9%82%83%E7%87%A7%E7%B9%B8%E9%90%A9	[sound:sui4.mp3]	phonetic-component
台:tai2	台	tái	platform / stage / terrace / stand / support / desk / station / broadcasting station / classifier for vehicles or machines	颱抬苔邰跆	胎		26	388	once:厶+口;radical:厶+口			https://hanzicraft.com/dashboard/character/%E5%8F%B0%E9%A2%B1%E6%8A%AC%E8%8B%94%E9%82%B0%E8%B7%86	[sound:tai2.mp3]	phonetic-component
太:tai4	太	tài	highest / greatest / too (much) / very / extremely	态汰肽钛鈦	呔	7/8	11	240	once:大+丶;radical:大+丶			https://hanzicraft.com/dashboard/character/%E5%A4%AA%E6%80%81%E6%B1%B0%E8%82%BD%E9%92%9B%E9%88%A6	[sound:tai4.mp3]	phonetic-component
唐:tang2	唐	táng	to exaggerate / empty / in vain / old variant of 螗	糖塘搪瑭醣			8	971	once:广+?;radical:广+⺺+口			https://hanzicraft.com/dashboard/character/%E5%94%90%E7%B3%96%E5%A1%98%E6%90%AA%E7%91%AD%E9%86%A3	[sound:tang2.mp3]	phonetic-component
堂:tang2	堂	táng	(main) hall / large room for a specific purpose / relationship between cousins etc on the paternal side of a family / of the same clan / classifier for sets (or suites) of furniture, classes etc / CL:間|间[jian1]	膛螳樘	蹚镗	4/7	9	978	once:?+土;radical:⺌+冖+口+土			https://hanzicraft.com/dashboard/character/%E5%A0%82%E8%86%9B%E8%9E%B3%E6%A8%98	[sound:tang2.mp3]	phonetic-component
匋:tao2	匋	táo	pottery	陶淘萄啕	掏		11		once:勹+缶;radical:勹+缶			https://hanzicraft.com/dashboard/character/%E5%8C%8B%E9%99%B6%E6%B7%98%E8%90%84%E5%95%95	[sound:tao2.mp3]	phonetic-component
弟:ti4	弟	tì	younger brother / junior male / I (modest word in letter)	涕剃悌	梯锑绨鹈綈		13	814	once:丷+𢎨;radical:丷+弓+丨+㇒	dì / 递娣睇		https://hanzicraft.com/dashboard/character/%E5%BC%9F%E6%B6%95%E5%89%83%E6%82%8C	[sound:ti4.mp3]	phonetic-component
亭:ting2	亭	tíng	pavilion / booth / kiosk / erect	停婷葶			4	1999	once:?+丁;radical:亠+口+冖+一+亅			https://hanzicraft.com/dashboard/character/%E4%BA%AD%E5%81%9C%E5%A9%B7%E8%91%B6	[sound:ting2.mp3]	phonetic-component
廷:ting2	廷	tíng	palace courtyard	庭霆蜓莛	艇挺梃綎	5/10 · 10/10 (ignoring tone)	12	1624	once:廴+壬;radical:廴+㇒+士			https://hanzicraft.com/dashboard/character/%E5%BB%B7%E5%BA%AD%E9%9C%86%E8%9C%93%E8%8E%9B	[sound:ting2.mp3]	phonetic-component
童:tong2	童	tóng	boy / child / children	瞳潼僮穜		5/11	11	1227	once:立+里;radical:立+里		立里	https://hanzicraft.com/dashboard/character/%E7%AB%A5%E7%9E%B3%E6%BD%BC%E5%83%AE%E7%A9%9C	[sound:tong2.mp3]	phonetic-component
屯:tun2	屯	tún	to station (soldiers) / to store up / village	饨飩囤			20	2858	once:十+𡳾;radical:十+屮+乚			https://hanzicraft.com/dashboard/character/%E5%B1%AF%E9%A5%A8%E9%A3%A9%E5%9B%A4	[sound:tun2.mp3]	phonetic-component
丸:wan2	丸	wán	pill	纨紈芄			6	2457	once:九+丶;radical:丿+㇈+丶			https://hanzicraft.com/dashboard/character/%E4%B8%B8%E7%BA%A8%E7%B4%88%E8%8A%84	[sound:wan2.mp3]	phonetic-component
宛:wan3	宛	wǎn	winding / as if	碗婉惋畹琬	腕蜿豌剜		14	2523	once:宀+夗;radical:宀+夕+乚+㇆			https://hanzicraft.com/dashboard/character/%E5%AE%9B%E7%A2%97%E5%A9%89%E6%83%8B%E7%95%B9%E7%90%AC	[sound:wan3.mp3]	phonetic-component
罔:wang3	罔	wǎng	to deceive / there is none	網惘魍辋輞		6/6	6	4187	once:冂+?;radical:冂+丷+一+匸+丶			https://hanzicraft.com/dashboard/character/%E7%BD%94%E7%B6%B2%E6%83%98%E9%AD%8D%E8%BE%8B%E8%BC%9E	[sound:wang3.mp3]	phonetic-component
囗:wei2	囗	wéi	enclosure	围圍涠潿			126		once:冂+一			https://hanzicraft.com/dashboard/character/%E5%9B%97%E5%9B%B4%E5%9C%8D%E6%B6%A0%E6%BD%BF	[sound:wei2.mp3]	phonetic-component
韦:wei2	韦	wéi	soft leather	围违闱帏涠	衛緯葦伟纬苇炜玮韪		32	1665	once:?+丨			https://hanzicraft.com/dashboard/character/%E9%9F%A6%E5%9B%B4%E8%BF%9D%E9%97%B1%E5%B8%8F%E6%B6%A0	[sound:wei2.mp3]	phonetic-component
韋:wei2	韋	wéi	soft leather	圍違闈幃潿	衛緯葦伟纬苇炜玮韪		32	1665	once:?+?			https://hanzicraft.com/dashboard/character/%E9%9F%8B%E5%9C%8D%E9%81%95%E9%97%88%E5%B9%83%E6%BD%BF	[sound:wei2.mp3]	phonetic-component
委:wei3	委	wěi	to entrust / to cast aside / to shift (blame etc) / to accumulate / roundabout / winding / dejected / listless / committee member / council / end / actually / certainly	萎诿諉痿	魏逶	5/10	11	457	once:禾+女;radical:禾+女			https://hanzicraft.com/dashboard/character/%E5%A7%94%E8%90%8E%E8%AF%BF%E8%AB%89%E7%97%BF	[sound:wei3.mp3]	phonetic-component
胃:wei4	胃	wèi	stomach / CL:個|个[ge4]	谓謂渭猬蝟			7	1954	once:田+月;radical:田+月			https://hanzicraft.com/dashboard/character/%E8%83%83%E8%B0%93%E8%AC%82%E6%B8%AD%E7%8C%AC%E8%9D%9F	[sound:wei4.mp3]	phonetic-component
尉:wei4	尉	wèi	military officer	慰蔚霨		4/5	5	2122	once:?+寸;radical:尸+示+寸			https://hanzicraft.com/dashboard/character/%E5%B0%89%E6%85%B0%E8%94%9A%E9%9C%A8	[sound:wei4.mp3]	phonetic-component
文:wen2	文	wén	language / culture / writing / formal / literary / gentle / (old) classifier for coins / Kangxi radical 118	纹紋雯蚊玟	紊汶		38	148	once:亠+乂			https://hanzicraft.com/dashboard/character/%E6%96%87%E7%BA%B9%E7%B4%8B%E9%9B%AF%E8%9A%8A%E7%8E%9F	[sound:wen2.mp3]	phonetic-component
乌:wu1	乌	wū	crow / black	呜邬钨	坞		4	1242	once:?+一;radical:㇆+㇉+丶+一			https://hanzicraft.com/dashboard/character/%E4%B9%8C%E5%91%9C%E9%82%AC%E9%92%A8	[sound:wu1.mp3]	phonetic-component
烏:wu1	烏	wū	crow / black	嗚鄔鎢			2	1242	once:?+灬;radical:?+一+㇉+丶+灬			https://hanzicraft.com/dashboard/character/%E7%83%8F%E5%97%9A%E9%84%94%E9%8E%A2	[sound:wu1.mp3]	phonetic-component
无:wu2	无	wú	-less / not to have / no / none / not / to lack / un-	芜庑	妩怃	3/7	15	105	once:一+尢		Exceptions (different sound): 既	https://hanzicraft.com/dashboard/character/%E6%97%A0%E8%8A%9C%E5%BA%91	[sound:wu2.mp3]	phonetic-component
午:wu3	午	wǔ	7th earthly branch: 11 a.m.-1 p.m., noon, 5th solar month (6th June-6th July), year of the Horse	忤迕仵			7	1002	once:干+㇒;radical:干+㇒			https://hanzicraft.com/dashboard/character/%E5%8D%88%E5%BF%A4%E8%BF%95%E4%BB%B5	[sound:wu3.mp3]	phonetic-component
奚:xi1	奚	xī	(literary) what? / where? / why?	溪谿蹊			6	3389	once:爫+𡗞;radical:爫+幺+大			https://hanzicraft.com/dashboard/character/%E5%A5%9A%E6%BA%AA%E8%B0%BF%E8%B9%8A	[sound:xi1.mp3]	phonetic-component
希:xi1	希	xī	to hope / to admire / variant of 稀[xi1]	稀唏浠欷烯			9	508	once:乂+布;radical:乂+𠂇+巾			https://hanzicraft.com/dashboard/character/%E5%B8%8C%E7%A8%80%E5%94%8F%E6%B5%A0%E6%AC%B7%E7%83%AF	[sound:xi1.mp3]	phonetic-component
析:xi1	析	xī	to separate / to divide / to analyze	晰皙淅蜥菥		6/6	5	1071	once:木+斤;radical:木+斤			https://hanzicraft.com/dashboard/character/%E6%9E%90%E6%99%B0%E7%9A%99%E6%B7%85%E8%9C%A5%E8%8F%A5	[sound:xi1.mp3]	phonetic-component
西:xi1	西	xī	west	牺茜硒粞			75	167	once:兀+囗			https://hanzicraft.com/dashboard/character/%E8%A5%BF%E7%89%BA%E8%8C%9C%E7%A1%92%E7%B2%9E	[sound:xi1.mp3]	phonetic-component
闲:xian2	闲	xián	to stay idle / to be unoccupied / not busy / leisure / enclosure	娴痫鹇			3	1527	once:门+木;radical:门+木			https://hanzicraft.com/dashboard/character/%E9%97%B2%E5%A8%B4%E7%97%AB%E9%B9%87	[sound:xian2.mp3]	phonetic-component
見:xian4	見	xiàn	to see / to meet / to appear (to be sth) / to interview	現莧峴	蜆蚬		60	153	once:目+儿			https://hanzicraft.com/dashboard/character/%E8%A6%8B%E7%8F%BE%E8%8E%A7%E5%B3%B4	[sound:xian4.mp3]	phonetic-component
臽:xian4	臽	xiàn	pitfall / trap (archaic)	陷馅餡			10		once:⺈+臼;radical:⺈+臼			https://hanzicraft.com/dashboard/character/%E8%87%BD%E9%99%B7%E9%A6%85%E9%A4%A1	[sound:xian4.mp3]	phonetic-component
襄:xiang1	襄	xiāng	to help / to assist / mutual assistance / to rush into or up / to raise or hold up / high / tall / old variant of 欀 / chariot horse (old) / change (old)	镶鑲骧驤	饟	5/16	15	2974	once:衣+?;radical:衣+吅+?+二+一	rǎng / 嚷壤攘		https://hanzicraft.com/dashboard/character/%E8%A5%84%E9%95%B6%E9%91%B2%E9%AA%A7%E9%A9%A4	[sound:xiang1.mp3]	phonetic-component
相:xiang1	相	xiāng	each other / one another / mutually	箱湘厢廂缃	想		8	152	once:木+目;radical:木+目			https://hanzicraft.com/dashboard/character/%E7%9B%B8%E7%AE%B1%E6%B9%98%E5%8E%A2%E5%BB%82%E7%BC%83	[sound:xiang1.mp3]	phonetic-component
劦:xie2	劦	xié	variant of 協|协[xie2] / to cooperate / combined labor	協脅勰			3		once:力			https://hanzicraft.com/dashboard/character/%E5%8A%A6%E5%8D%94%E8%84%85%E5%8B%B0	[sound:xie2.mp3]	phonetic-component
解:xie4	解	xiè	to divide / to break up / to split / to separate / to dissolve / to solve / to melt / to remove / to untie / to loosen / to open / to emancipate / to explain / to understand / to know / a solution / a dissection	蟹懈邂獬廨		7/8	7	201	once:角+?;radical:角+刀+牛			https://hanzicraft.com/dashboard/character/%E8%A7%A3%E8%9F%B9%E6%87%88%E9%82%82%E7%8D%AC%E5%BB%A8	[sound:xie4.mp3]	phonetic-component
星:xing1	星	xīng	star / satellite / small amount	腥猩惺	醒		7	537	once:日+生;radical:日+生			https://hanzicraft.com/dashboard/character/%E6%98%9F%E8%85%A5%E7%8C%A9%E6%83%BA	[sound:xing1.mp3]	phonetic-component
休:xiu1	休	xiū	to rest / to stop doing sth for a period of time / to cease / (imperative) don't	咻庥鸺髹貅			6	1080	once:亻+木;radical:亻+木			https://hanzicraft.com/dashboard/character/%E4%BC%91%E5%92%BB%E5%BA%A5%E9%B8%BA%E9%AB%B9%E8%B2%85	[sound:xiu1.mp3]	phonetic-component
秀:xiu4	秀	xiù	handsome / refined / elegant / graceful / performance / ear of grain / show (loanword) / CL:場|场[chang2]	绣锈銹		4/8	8	1134	once:禾+乃;radical:禾+㇎+丿			https://hanzicraft.com/dashboard/character/%E7%A7%80%E7%BB%A3%E9%94%88%E9%8A%B9	[sound:xiu4.mp3]	phonetic-component
宣:xuan1	宣	xuān	to declare (publicly) / to announce	喧諠暄煊萱	渲楦		10	769	once:宀+亘;radical:宀+一+日+一			https://hanzicraft.com/dashboard/character/%E5%AE%A3%E5%96%A7%E8%AB%A0%E6%9A%84%E7%85%8A%E8%90%B1	[sound:xuan1.mp3]	phonetic-component
熏:xun1	熏	xūn	fragrance / warm / to educate / variant of 熏[xun1] / to smoke / to fumigate	勳薰醺獯曛			7	2991	once:?+灬;radical:㇒+十+口+丨+丷+土+灬			https://hanzicraft.com/dashboard/character/%E7%86%8F%E5%8B%B3%E8%96%B0%E9%86%BA%E7%8D%AF%E6%9B%9B	[sound:xun1.mp3]	phonetic-component
寻:xun2	寻	xún	to search / to look for / to seek	荨浔鲟			3	960	once:彐+寸;radical:彐+寸			https://hanzicraft.com/dashboard/character/%E5%AF%BB%E8%8D%A8%E6%B5%94%E9%B2%9F	[sound:xun2.mp3]	phonetic-component
旬:xun2	旬	xún	ten days / ten years / full period	询詢荀洵峋	殉徇		12	2327	once:勹+日;radical:勹+日			https://hanzicraft.com/dashboard/character/%E6%97%AC%E8%AF%A2%E8%A9%A2%E8%8D%80%E6%B4%B5%E5%B3%8B	[sound:xun2.mp3]	phonetic-component
尋:xun2	尋	xún	to search / to look for / to seek	蕁潯鱘			2	960	once:?+寸;radical:彐+工+口+寸			https://hanzicraft.com/dashboard/character/%E5%B0%8B%E8%95%81%E6%BD%AF%E9%B1%98	[sound:xun2.mp3]	phonetic-component
卂:xun4	卂	xùn	(archaic) to fly rapidly	迅讯訊汛			6		once:㇠+十;radical:㇠+十			https://hanzicraft.com/dashboard/character/%E5%8D%82%E8%BF%85%E8%AE%AF%E8%A8%8A%E6%B1%9B	[sound:xun4.mp3]	phonetic-component
牙:ya2	牙	yá	tooth / ivory / CL:顆|颗[ke1]	伢芽琊蚜	呀雅讶鸦迓砑訝鴉		16	995	once:?+丿			https://hanzicraft.com/dashboard/character/%E7%89%99%E4%BC%A2%E8%8A%BD%E7%90%8A%E8%9A%9C	[sound:ya2.mp3]	phonetic-component
厓:ya2	厓	yá	old form of 崖 (cliff) and 涯 (bank)	崖涯睚		4/5	4		once:厂+圭;radical:厂+圭		See also: 圭	https://hanzicraft.com/dashboard/character/%E5%8E%93%E5%B4%96%E6%B6%AF%E7%9D%9A	[sound:ya2.mp3]	phonetic-component
亚:ya4	亚	yà	Asia / Asian / second / next to / inferior / sub- / Taiwan pr. [ya3]	娅垭氩	哑桠痖	4/11 · 7/11 (ignoring tone)	11	420	once:一+业;radical:一+?+丷+一			https://hanzicraft.com/dashboard/character/%E4%BA%9A%E5%A8%85%E5%9E%AD%E6%B0%A9	[sound:ya4.mp3]	phonetic-component
亞:ya4	亞	yà	Asia / Asian / second / next to / inferior / sub- / Taiwan pr. [ya3]	婭埡氬			1	420	once:二+?;radical:二+?			https://hanzicraft.com/dashboard/character/%E4%BA%9E%E5%A9%AD%E5%9F%A1%E6%B0%AC	[sound:ya4.mp3]	phonetic-component
奄:yan1	奄	yān	variant of 閹|阉[yan1] / to castrate / variant of 淹[yan1] / to delay	淹阉閹腌醃	掩罨		16	3456	once:大+电;radical:大+日+丨+乚			https://hanzicraft.com/dashboard/character/%E5%A5%84%E6%B7%B9%E9%98%89%E9%96%B9%E8%85%8C%E9%86%83	[sound:yan1.mp3]	phonetic-component
匽:yan3	匽	yǎn	to hide, to secrete, to repress / to bend	偃鼴郾	堰		6		once:匚+妟;radical:匚+日+女			https://hanzicraft.com/dashboard/character/%E5%8C%BD%E5%81%83%E9%BC%B4%E9%83%BE	[sound:yan3.mp3]	phonetic-component
央:yang1	央	yāng	beg / center	鞅秧殃鸯鴦	怏		15	798	once:大+冂;radical:大+冂			https://hanzicraft.com/dashboard/character/%E5%A4%AE%E9%9E%85%E7%A7%A7%E6%AE%83%E9%B8%AF%E9%B4%A6	[sound:yang1.mp3]	phonetic-component
昜:yang2	昜	yáng	to open out, to expand / bright, glorious	陽楊揚煬瘍		8/12	8		once:日+?;radical:日+一+勹+?		Exceptions (different sound): 傷湯	https://hanzicraft.com/dashboard/character/%E6%98%9C%E9%99%BD%E6%A5%8A%E6%8F%9A%E7%85%AC%E7%98%8D	[sound:yang2.mp3]	phonetic-component
夜:ye4	夜	yè	night	液腋掖			3	664	once:亠+?;radical:亠+亻+夂+丶			https://hanzicraft.com/dashboard/character/%E5%A4%9C%E6%B6%B2%E8%85%8B%E6%8E%96	[sound:ye4.mp3]	phonetic-component
夷:yi2	夷	yí	non-Han people, esp. to the East of China / barbarians / to wipe out / to exterminate / to tear down / to raze	姨咦胰痍荑			7	2332	once:大+弓;radical:大+弓			https://hanzicraft.com/dashboard/character/%E5%A4%B7%E5%A7%A8%E5%92%A6%E8%83%B0%E7%97%8D%E8%8D%91	[sound:yi2.mp3]	phonetic-component
乂:yi4	乂	yì	to regulate / to govern / to control / to mow	义议艾刈	仪蚁舣		168		once:㇒			https://hanzicraft.com/dashboard/character/%E4%B9%82%E4%B9%89%E8%AE%AE%E8%89%BE%E5%88%88	[sound:yi4.mp3]	phonetic-component
益:yi4	益	yì	benefit / profit / advantage / beneficial / to increase / to add / all the more	溢谥謚缢縊			13	648	once:?+皿;radical:丷+一+八+皿			https://hanzicraft.com/dashboard/character/%E7%9B%8A%E6%BA%A2%E8%B0%A5%E8%AC%9A%E7%BC%A2%E7%B8%8A	[sound:yi4.mp3]	phonetic-component
邑:yi4	邑	yì	city / village	悒挹			257	3126	once:口+巴			https://hanzicraft.com/dashboard/character/%E9%82%91%E6%82%92%E6%8C%B9	[sound:yi4.mp3]	phonetic-component
睪:yi4	睪	yì	to spy out	譯驛繹嶧懌		6/9	5	7061	once:罒+幸;radical:罒+土+丷+干		幸	https://hanzicraft.com/dashboard/character/%E7%9D%AA%E8%AD%AF%E9%A9%9B%E7%B9%B9%E5%B6%A7%E6%87%8C	[sound:yi4.mp3]	phonetic-component
意:yi4	意	yì	idea / meaning / thought / to think / wish / desire / intention / to expect / to anticipate	憶億臆薏癔	噫		6	104	once:音+心;radical:音+心			https://hanzicraft.com/dashboard/character/%E6%84%8F%E6%86%B6%E5%84%84%E8%87%86%E8%96%8F%E7%99%94	[sound:yi4.mp3]	phonetic-component
