#separator:tab
#html:true
#columns:Key	Component	Pinyin	Meaning	MemberChars	SameSyllableChars	Reliability	Productivity	Frequency	Decomposition	CrossRefs	Note	Link	Audio	Tags
#tags column:15
夫:fu2	夫	fú	(classical) this, that / he, she, they / (exclamatory final particle) / (initial particle, introduces an opinion)	扶芙蚨	肤趺呋麸鈇麩		13	377	once:人+二;radical:人+二	fū / 肤趺呋麸麩		https://hanzicraft.com/dashboard/character/%E5%A4%AB%E6%89%B6%E8%8A%99%E8%9A%A8	[sound:fu2.mp3]	phonetic-component
孚:fu2	孚	fú	to trust / to believe in	浮俘郛莩蜉	孵稃		12	3467	once:爫+子;radical:爫+子			https://hanzicraft.com/dashboard/character/%E5%AD%9A%E6%B5%AE%E4%BF%98%E9%83%9B%E8%8E%A9%E8%9C%89	[sound:fu2.mp3]	phonetic-component
畐:fu2	畐	fú	wealth	福幅蝠辐輻	富副		13		once:一+?;radical:一+口+田			https://hanzicraft.com/dashboard/character/%E7%95%90%E7%A6%8F%E5%B9%85%E8%9D%A0%E8%BE%90%E8%BC%BB	[sound:fu2.mp3]	phonetic-component
弗:fu2	弗	fú	not	佛彿拂砩怫			15	1255	once:弓+?;radical:弓+?			https://hanzicraft.com/dashboard/character/%E5%BC%97%E4%BD%9B%E5%BD%BF%E6%8B%82%E7%A0%A9%E6%80%AB	[sound:fu2.mp3]	phonetic-component
甫:fu3	甫	fǔ	(classical) barely just / just now	辅輔脯黼郙			24	2147	once:?+丶;radical:十+用+丶			https://hanzicraft.com/dashboard/character/%E7%94%AB%E8%BE%85%E8%BC%94%E8%84%AF%E9%BB%BC%E9%83%99	[sound:fu3.mp3]	phonetic-component
府:fu3	府	fǔ	seat of government / government repository (archive) / official residence / mansion / presidential palace / (honorific) Your home / prefecture (from Tang to Qing times)	腐俯腑			3	417	once:广+付;radical:广+亻+寸			https://hanzicraft.com/dashboard/character/%E5%BA%9C%E8%85%90%E4%BF%AF%E8%85%91	[sound:fu3.mp3]	phonetic-component
付:fu4	付	fù	to pay / to hand over to	附咐驸駙鲋	府符苻跗拊		11	818	once:亻+寸;radical:亻+寸			https://hanzicraft.com/dashboard/character/%E4%BB%98%E9%99%84%E5%92%90%E9%A9%B8%E9%A7%99%E9%B2%8B	[sound:fu4.mp3]	phonetic-component
复:fu4	复	fù	to go and return / to return / to resume / to return to a normal or original state / to repeat / again / to recover / to restore / to turn over / to reply / to answer / to reply to a letter / to retaliate / to carry out	腹馥蝮複鳆			7	426	once:𠂉+?;radical:丿+一+日+夂			https://hanzicraft.com/dashboard/character/%E5%A4%8D%E8%85%B9%E9%A6%A5%E8%9D%AE%E8%A4%87%E9%B3%86	[sound:fu4.mp3]	phonetic-component
甘:gan1	甘	gān	sweet / willing	柑苷泔疳	绀紺		67	1406	once:艹+二			https://hanzicraft.com/dashboard/character/%E7%94%98%E6%9F%91%E8%8B%B7%E6%B3%94%E7%96%B3	[sound:gan1.mp3]	phonetic-component
冈:gang1	冈	gāng	ridge / mound	刚钢纲	岗		4	2043	once:冂+乂;radical:冂+乂			https://hanzicraft.com/dashboard/character/%E5%86%88%E5%88%9A%E9%92%A2%E7%BA%B2	[sound:gang1.mp3]	phonetic-component
岡:gang1	岡	gāng	ridge / mound	剛鋼綱			3	2043	once:冂+?;radical:冂+丷+一+山			https://hanzicraft.com/dashboard/character/%E5%B2%A1%E5%89%9B%E9%8B%BC%E7%B6%B1	[sound:gang1.mp3]	phonetic-component
告:gao4	告	gào	to tell / to inform / to say	诰誥郜锆鋯			16	310	once:⺧+口;radical:⺧+口			https://hanzicraft.com/dashboard/character/%E5%91%8A%E8%AF%B0%E8%AA%A5%E9%83%9C%E9%94%86%E9%8B%AF	[sound:gao4.mp3]	phonetic-component
鬲:ge2	鬲	gé	ancient ceramic three-legged vessel used for cooking with cord markings on the outside and hollow legs	隔嗝镉鎘膈			15	6598	once:𠮛+?			https://hanzicraft.com/dashboard/character/%E9%AC%B2%E9%9A%94%E5%97%9D%E9%95%89%E9%8E%98%E8%86%88	[sound:ge2.mp3]	phonetic-component
各:ge2	各	gé	each / every	格阁骼茖閣	胳咯铬硌袼	5/29 · 12/29 (ignoring tone)	30	209	once:夂+口;radical:夂+口	luò / 洛络咯骆珞	Exceptions (different sound): 客	https://hanzicraft.com/dashboard/character/%E5%90%84%E6%A0%BC%E9%98%81%E9%AA%BC%E8%8C%96%E9%96%A3	[sound:ge4.mp3]	phonetic-component
句:gou1	句	gōu	sentence / clause / phrase / classifier for phrases or lines of verse	鉤佝枸	够狗苟笱岣雊耇		26	706	once:勹+口;radical:勹+口			https://hanzicraft.com/dashboard/character/%E5%8F%A5%E9%89%A4%E4%BD%9D%E6%9E%B8	[sound:gou1.mp3]	phonetic-component
冓:gou4	冓	gòu	inner rooms of palace / ten billions	構購媾觏覯	篝		10		once:井+再;radical:?+二+一+冂+土			https://hanzicraft.com/dashboard/character/%E5%86%93%E6%A7%8B%E8%B3%BC%E5%AA%BE%E8%A7%8F%E8%A6%AF	[sound:gou4.mp3]	phonetic-component
鼓:gu3	鼓	gǔ	drum / CL:通[tong4],面[mian4] / to drum / to strike / to rouse / to bulge / to swell	瞽臌		4/6	9	1121	once:壴+支			https://hanzicraft.com/dashboard/character/%E9%BC%93%E7%9E%BD%E8%87%8C	[sound:gu3.mp3]	phonetic-component
固:gu4	固	gù	hard / strong / solid / sure / assuredly / undoubtedly / of course / indeed / admittedly	锢錮崮痼			8	891	once:囗+古;radical:囗+十+口			https://hanzicraft.com/dashboard/character/%E5%9B%BA%E9%94%A2%E9%8C%AE%E5%B4%AE%E7%97%BC	[sound:gu4.mp3]	phonetic-component
雚:guan4	雚	guàn	(archaic) stork / heron	觀灌罐鹳鸛			12	7283	once:艹+𨾴;radical:艹+吅+隹			https://hanzicraft.com/dashboard/character/%E9%9B%9A%E8%A7%80%E7%81%8C%E7%BD%90%E9%B9%B3%E9%B8%9B	[sound:guan4.mp3]	phonetic-component
光:guang1	光	guāng	light / ray / CL:道[dao4] / bright / only / merely / to use up	咣胱銧桄			12	290	once:⺌+兀;radical:⺌+一+儿			https://hanzicraft.com/dashboard/character/%E5%85%89%E5%92%A3%E8%83%B1%E9%8A%A7%E6%A1%84	[sound:guang1.mp3]	phonetic-component
圭:gui1	圭	guī	jade tablet	闺閨硅鲑鮭	桂	6/28	37	3530	once:土	guà / 挂卦褂诖罣	Exceptions (different sound): 厓奎	https://hanzicraft.com/dashboard/character/%E5%9C%AD%E9%97%BA%E9%96%A8%E7%A1%85%E9%B2%91%E9%AE%AD	[sound:gui1.mp3]	phonetic-component
咼:guo1	咼	guō	surname Guo	鍋渦堝	過	4/12	8		once:冎+口;radical:冂+㇆+冂+口			https://hanzicraft.com/dashboard/character/%E5%92%BC%E9%8D%8B%E6%B8%A6%E5%A0%9D	[sound:guo1.mp3]	phonetic-component
呙:guo1	呙	guō	jawbone	锅涡埚		4/12	10	6181	once:口+内;radical:口+人+冂			https://hanzicraft.com/dashboard/character/%E5%91%99%E9%94%85%E6%B6%A1%E5%9F%9A	[sound:guo1.mp3]	phonetic-component
果:guo3	果	guǒ	fruit / result / resolute / indeed / if really	裹猓馃餜蜾			26	165	once:田+木;radical:田+木			https://hanzicraft.com/dashboard/character/%E6%9E%9C%E8%A3%B9%E7%8C%93%E9%A6%83%E9%A4%9C%E8%9C%BE	[sound:guo3.mp3]	phonetic-component
亥:hai4	亥	hài	12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar	骇駭氦	孩咳骸胲	4/21 · 8/21 (ignoring tone)	19	3173	once:?+人;radical:亠+丨+㇙+人	gāi / 该該赅賅垓		https://hanzicraft.com/dashboard/character/%E4%BA%A5%E9%AA%87%E9%A7%AD%E6%B0%A6	[sound:hai4.mp3]	phonetic-component
旱:han4	旱	hàn	drought	悍捍焊銲睅		6/9	9	2518	once:日+干;radical:日+干			https://hanzicraft.com/dashboard/character/%E6%97%B1%E6%82%8D%E6%8D%8D%E7%84%8A%E9%8A%B2%E7%9D%85	[sound:han4.mp3]	phonetic-component
豪:hao2	豪	háo	grand / heroic	嚎壕濠蠔			5	1511	once:?+豕;radical:亠+口+冖+豕		豕	https://hanzicraft.com/dashboard/character/%E8%B1%AA%E5%9A%8E%E5%A3%95%E6%BF%A0%E8%A0%94	[sound:hao2.mp3]	phonetic-component
合:he2	合	hé	to close / to join / to fit / to be equal to / whole / together / round (in battle) / conjunction (astronomy) / 1st note of pentatonic scale / old variant of 盒[he2]	閤盒颌頜郃			26	171	once:亼+口;radical:人+一+口			https://hanzicraft.com/dashboard/character/%E5%90%88%E9%96%A4%E7%9B%92%E9%A2%8C%E9%A0%9C%E9%83%83	[sound:he2.mp3]	phonetic-component
侯:hou2	侯	hóu	marquis, second of the five orders of ancient Chinese nobility 五等爵位[wu3 deng3 jue2 wei4] / nobleman or high official	喉睺猴糇餱	堠		12	1754	once:亻+?;radical:亻+?+矢			https://hanzicraft.com/dashboard/character/%E4%BE%AF%E5%96%89%E7%9D%BA%E7%8C%B4%E7%B3%87%E9%A4%B1	[sound:hou2.mp3]	phonetic-component
胡:hu2	胡	hú	non-Han people, esp. from central Asia / reckless / outrageous / what? / why? / to complete a winning hand at mahjong (also written 和[hu2])	鬍湖糊餬蝴			11	804	once:古+月;radical:十+口+月			https://hanzicraft.com/dashboard/character/%E8%83%A1%E9%AC%8D%E6%B9%96%E7%B3%8A%E9%A4%AC%E8%9D%B4	[sound:hu2.mp3]	phonetic-component
华:hua2	华	huá	magnificent / splendid / flowery	哗骅铧	桦		6	412	once:化+十;radical:亻+匕+十			https://hanzicraft.com/dashboard/character/%E5%8D%8E%E5%93%97%E9%AA%85%E9%93%A7	[sound:hua2.mp3]	phonetic-component
華:hua2	華	huá	magnificent / splendid / flowery	嘩驊鏵			2	412	once:艹+?;radical:艹+一+二+丨+艹			https://hanzicraft.com/dashboard/character/%E8%8F%AF%E5%98%A9%E9%A9%8A%E9%8F%B5	[sound:hua2.mp3]	phonetic-component
奂:huan4	奂	huàn	excellent	换唤焕痪涣			5	3765	once:⺈+央;radical:⺈+大+冂			https://hanzicraft.com/dashboard/character/%E5%A5%82%E6%8D%A2%E5%94%A4%E7%84%95%E7%97%AA%E6%B6%A3	[sound:huan4.mp3]	phonetic-component
奐:huan4	奐	huàn	excellent	換喚煥瘓渙			11	3765	once:?+大;radical:⺈+冂+八+大			https://hanzicraft.com/dashboard/character/%E5%A5%90%E6%8F%9B%E5%96%9A%E7%85%A5%E7%98%93%E6%B8%99	[sound:huan4.mp3]	phonetic-component
皇:huang2	皇	huáng	emperor / surname Huang	惶煌凰蝗徨			14	758	once:白+王;radical:白+王			https://hanzicraft.com/dashboard/character/%E7%9A%87%E6%83%B6%E7%85%8C%E5%87%B0%E8%9D%97%E5%BE%A8	[sound:huang2.mp3]	phonetic-component
黄:huang2	黄	huáng	yellow / pornographic / to fall through	簧磺璜潢蟥			12	561	once:龷+?;radical:艹+一+二+丨+凵+八			https://hanzicraft.com/dashboard/character/%E9%BB%84%E7%B0%A7%E7%A3%BA%E7%92%9C%E6%BD%A2%E8%9F%A5	[sound:huang2.mp3]	phonetic-component
灰:hui1	灰	huī	ash / dust / lime / gray / discouraged / dejected	恢诙詼咴			6	1309	once:𠂇+火;radical:𠂇+火			https://hanzicraft.com/dashboard/character/%E7%81%B0%E6%81%A2%E8%AF%99%E8%A9%BC%E5%92%B4	[sound:hui1.mp3]	phonetic-component
回:hui2	回	huí	to circle / to go back / to turn around / to answer / to return / to revolve / Hui ethnic group (Chinese Muslims) / time / classifier for acts of a play / section or chapter (of a classic book)	迴蛔茴洄			40	172	once:囗			https://hanzicraft.com/dashboard/character/%E5%9B%9E%E8%BF%B4%E8%9B%94%E8%8C%B4%E6%B4%84	[sound:hui2.mp3]	phonetic-component
会:hui4	会	huì	can / be possible / be able to / will / be likely to / be sure to / to assemble / to meet / to gather / to see / union / group / association / CL:個|个[ge4] / a moment (Taiwan pr. for this sense is [hui3])	绘荟烩			12	29	once:人+云;radical:人+二+厶	kuài / 侩脍狯哙浍		https://hanzicraft.com/dashboard/character/%E4%BC%9A%E7%BB%98%E8%8D%9F%E7%83%A9	[sound:hui4.mp3]	phonetic-component
會:hui4	會	huì	can / be possible / be able to / will / be likely to / be sure to / to assemble / to meet / to gather / to see / union / group / association / CL:個|个[ge4] / a moment (Taiwan pr. for this sense is [hui3])	繪薈燴			3	29	once:?+日;radical:人+一+口+丨+丷+日	kuài / 儈膾獪噲澮		https://hanzicraft.com/dashboard/character/%E6%9C%83%E7%B9%AA%E8%96%88%E7%87%B4	[sound:hui4.mp3]	phonetic-component
昏:hun1	昏	hūn	muddle-headed / twilight / to faint / to lose consciousness	婚阍閽			5	1559	once:氏+日;radical:氏+日			https://hanzicraft.com/dashboard/character/%E6%98%8F%E5%A9%9A%E9%98%8D%E9%96%BD	[sound:hun1.mp3]	phonetic-component
蒦:huo4	蒦	huò	phonetic component in certain characters with sound huò, such as 護, 獲, 穫 and 擭	穫蠖镬鑊獲			13		once:艹+隻;radical:艹+隹+又			https://hanzicraft.com/dashboard/character/%E8%92%A6%E7%A9%AB%E8%A0%96%E9%95%AC%E9%91%8A%E7%8D%B2	[sound:huo4.mp3]	phonetic-component
幾:ji1	幾	jī	how much / how many / several / a few	機璣饑譏嘰			5	211	once:𢆶+?;radical:𢆶+戈+𢆶+人			https://hanzicraft.com/dashboard/character/%E5%B9%BE%E6%A9%9F%E7%92%A3%E9%A5%91%E8%AD%8F%E5%98%B0	[sound:ji1.mp3]	phonetic-component
奇:ji1	奇	jī	strange / odd / weird / wonderful / surprisingly / unusually	畸犄剞	骑寄踦掎騎		19	563	once:大+可;radical:大+一+亅+口	qí / 骑騎崎琦锜		https://hanzicraft.com/dashboard/character/%E5%A5%87%E7%95%B8%E7%8A%84%E5%89%9E	[sound:ji1.mp3]	phonetic-component
及:ji2	及	jí	and / to reach / up to / in time for	极级級汲笈	圾		12	198	once:乃+㇏;radical:㇎+丿+㇏			https://hanzicraft.com/dashboard/character/%E5%8F%8A%E6%9E%81%E7%BA%A7%E7%B4%9A%E6%B1%B2%E7%AC%88	[sound:ji2.mp3]	phonetic-component
几:ji3	几	jǐ	how much / how many / several / a few	麂虮	机肌玑饥讥叽矶記飢		114	211	once:丿+㇠			https://hanzicraft.com/dashboard/character/%E5%87%A0%E9%BA%82%E8%99%AE	[sound:ji3.mp3]	phonetic-component
皀:ji4	皀	jì	one grain	既暨鲫鯽鱀		5/12	11		once:白+匕;radical:白+匕			https://hanzicraft.com/dashboard/character/%E7%9A%80%E6%97%A2%E6%9A%A8%E9%B2%AB%E9%AF%BD%E9%B1%80	[sound:ji4.mp3]	phonetic-component
加:jia1	加	jiā	to add / plus	茄迦伽枷袈	架驾駕	10/17 · 13/17 (ignoring tone)	17	166	once:力+口;radical:力+口		力口	https://hanzicraft.com/dashboard/character/%E5%8A%A0%E8%8C%84%E8%BF%A6%E4%BC%BD%E6%9E%B7%E8%A2%88	[sound:jia1.mp3]	phonetic-component
夹:jia2	夹	jiá	to press from either side / to place in between / to sandwich / to carry sth under armpit / wedged between / between / to intersperse / to mix / to mingle / clip / folder	颊郏荚蛱铗	挟浃	6/13 · 9/13 (ignoring tone)	12	1756	once:夫+丷;radical:人+二+丷	xiá / 侠峡狭硖		https://hanzicraft.com/dashboard/character/%E5%A4%B9%E9%A2%8A%E9%83%8F%E8%8D%9A%E8%9B%B1%E9%93%97	[sound:jia2.mp3]	phonetic-component
夾:jia2	夾	jiá	to press from either side / to place in between / to sandwich / to carry sth under armpit / wedged between / between / to intersperse / to mix / to mingle / clip / folder	頰郟莢蛺鋏			7	1756	once:大+从;radical:大+从			https://hanzicraft.com/dashboard/character/%E5%A4%BE%E9%A0%B0%E9%83%9F%E8%8E%A2%E8%9B%BA%E9%8B%8F	[sound:jia2.mp3]	phonetic-component
甲:jia3	甲	jiǎ	first of the ten heavenly stems 十天干[shi2 tian1 gan1] / (used for an unspecified person or thing) / first (in a list, as a party to a contract etc) / armor plating / shell or carapace / (of the fingers or toes) nail / bladed leather or metal armor (old) / ranking system used in the Imperial examinations (old) / civil administration unit (old)	岬胛钾鉀			15	1104	once:冂+?;radical:冂+二+丨			https://hanzicraft.com/dashboard/character/%E7%94%B2%E5%B2%AC%E8%83%9B%E9%92%BE%E9%89%80	[sound:jia3.mp3]	phonetic-component
兼:jian1	兼	jiān	double / twice / simultaneous / holding two or more (official) posts at the same time	缣縑鹣鶼蒹		5/13	16	1513	once:䒑+?;radical:丷+一+?+八+⺕		Exceptions (different sound): 廉	https://hanzicraft.com/dashboard/character/%E5%85%BC%E7%BC%A3%E7%B8%91%E9%B9%A3%E9%B6%BC%E8%92%B9	[sound:jian1.mp3]	phonetic-component
戋:jian1	戋	jiān	narrow / small	浅笺篯	践贱溅饯		13	6437	once:㇂+二+㇒+丶			https://hanzicraft.com/dashboard/character/%E6%88%8B%E6%B5%85%E7%AC%BA%E7%AF%AF	[sound:jian1.mp3]	phonetic-component
戔:jian1	戔	jiān	narrow / small	淺箋籛	踐		7	6437	once:戈			https://hanzicraft.com/dashboard/character/%E6%88%94%E6%B7%BA%E7%AE%8B%E7%B1%9B	[sound:jian1.mp3]	phonetic-component
建:jian4	建	jiàn	to establish / to found / to set up / to build / to construct	健键鍵腱毽	犍鞬		9	244	once:廴+聿;radical:廴+聿			https://hanzicraft.com/dashboard/character/%E5%BB%BA%E5%81%A5%E9%94%AE%E9%8D%B5%E8%85%B1%E6%AF%BD	[sound:jian4.mp3]	phonetic-component
夅:jiang4	夅	jiàng	old variant of 降[jiang4]	降绛絳洚			5		once:夂+㐄;radical:夂+十+㇗+丨			https://hanzicraft.com/dashboard/character/%E5%A4%85%E9%99%8D%E7%BB%9B%E7%B5%B3%E6%B4%9A	[sound:jiang4.mp3]	phonetic-component
交:jiao1	交	jiāo	to hand over / to deliver / to pay (money) / to turn over / to make friends / to intersect (lines)	郊胶蛟跤姣	较校狡绞饺佼皎铰較筊餃絞		26	320	once:六+乂;radical:亠+八+乂			https://hanzicraft.com/dashboard/character/%E4%BA%A4%E9%83%8A%E8%83%B6%E8%9B%9F%E8%B7%A4%E5%A7%A3	[sound:jiao1.mp3]	phonetic-component
焦:jiao1	焦	jiāo	burnt / scorched / charred / worried / anxious / coke	礁蕉鹪鷦僬	醮噍	8/15	16	1552	once:隹+灬;radical:隹+灬		隹	https://hanzicraft.com/dashboard/character/%E7%84%A6%E7%A4%81%E8%95%89%E9%B9%AA%E9%B7%A6%E5%83%AC	[sound:jiao1.mp3]	phonetic-component
敫:jiao3	敫	jiǎo	foreman + compass + white	缴繳徼			10	5853	once:?+⺙;radical:白+方+⺙			https://hanzicraft.com/dashboard/character/%E6%95%AB%E7%BC%B4%E7%B9%B3%E5%BE%BC	[sound:jiao3.mp3]	phonetic-component
皆:jie1	皆	jiē	all / each and every / in all cases	階楷喈		4/12	11	1417	once:比+白;radical:比+白	xié / 谐偕龤諧		https://hanzicraft.com/dashboard/character/%E7%9A%86%E9%9A%8E%E6%A5%B7%E5%96%88	[sound:jie1.mp3]	phonetic-component
疌:jie2	疌	jié	foot + pen + cross	捷睫婕			5		once:?+龰;radical:十+⺺+龰			https://hanzicraft.com/dashboard/character/%E7%96%8C%E6%8D%B7%E7%9D%AB%E5%A9%95	[sound:jie2.mp3]	phonetic-component
介:jie4	介	jiè	to introduce / to lie between / between	界芥疥蚧	阶		9	829	once:人+?;radical:人+?			https://hanzicraft.com/dashboard/character/%E4%BB%8B%E7%95%8C%E8%8A%A5%E7%96%A5%E8%9A%A7	[sound:jie4.mp3]	phonetic-component
堇:jin3	堇	jǐn	clay / old variant of 僅|仅[jin3] / violet (plant)	僅谨謹瑾馑	觐		9	5686	once:廿+?;radical:廿+口+丨+王			https://hanzicraft.com/dashboard/character/%E5%A0%87%E5%83%85%E8%B0%A8%E8%AC%B9%E7%91%BE%E9%A6%91	[sound:jin3.mp3]	phonetic-component
盡:jin4	盡	jìn	to the greatest extent / (when used before a noun of location) furthest or extreme / to be within the limits of / to give priority to	燼藎贐			11	488	once:?+皿;radical:⺻+灬+皿			https://hanzicraft.com/dashboard/character/%E7%9B%A1%E7%87%BC%E8%97%8E%E8%B4%90	[sound:jin4.mp3]	phonetic-component
尽:jin4	尽	jìn	to the greatest extent / (when used before a noun of location) furthest or extreme / to be within the limits of / to give priority to	烬荩赆			3	488	once:尺+⺀;radical:尸+㇏+⺀			https://hanzicraft.com/dashboard/character/%E5%B0%BD%E7%83%AC%E8%8D%A9%E8%B5%86	[sound:jin4.mp3]	phonetic-component
京:jing1	京	jīng	capital city of a country / big / algebraic term for a large number (old) / artificial mound (old)	惊鲸鯨	景		16	566	once:?+小;radical:亠+口+小			https://hanzicraft.com/dashboard/character/%E4%BA%AC%E6%83%8A%E9%B2%B8%E9%AF%A8	[sound:jing1.mp3]	phonetic-component
竟:jing4	竟	jìng	unexpectedly / actually / to go so far as to / indeed	境镜鏡獍			5	705	once:音+儿;radical:音+儿			https://hanzicraft.com/dashboard/character/%E7%AB%9F%E5%A2%83%E9%95%9C%E9%8F%A1%E7%8D%8D	[sound:jing4.mp3]	phonetic-component
丩:jiu1	丩	jiū	archaic variant of 糾|纠[jiu1]	纠糾赳			7		once:丨+㇙;radical:丨+㇙			https://hanzicraft.com/dashboard/character/%E4%B8%A9%E7%BA%A0%E7%B3%BE%E8%B5%B3	[sound:jiu1.mp3]	phonetic-component
就:jiu4	就	jiù	at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning	鹫鷲僦			4	27	once:京+尤;radical:亠+口+小+尢+丶			https://hanzicraft.com/dashboard/character/%E5%B0%B1%E9%B9%AB%E9%B7%B2%E5%83%A6	[sound:jiu4.mp3]	phonetic-component
臼:jiu4	臼	jiù	mortar	舊舅桕			95	4056	once:彐			https://hanzicraft.com/dashboard/character/%E8%87%BC%E8%88%8A%E8%88%85%E6%A1%95	[sound:jiu4.mp3]	phonetic-component
居:ju1	居	jū	to reside / to be (in a certain position) / to store up / to be at a standstill / residence / house / restaurant / classifier for bedrooms	锯鋸裾琚	剧踞倨		10	677	once:尸+古;radical:尸+十+口			https://hanzicraft.com/dashboard/character/%E5%B1%85%E9%94%AF%E9%8B%B8%E8%A3%BE%E7%90%9A	[sound:ju1.mp3]	phonetic-component
具:ju4	具	jù	tool / device / utensil / equipment / instrument / talent / ability / to possess / to have / to provide / to furnish / to state / classifier for devices, coffins, dead bodies	惧俱飓颶			5	391	once:目+?;radical:目+一+八			https://hanzicraft.com/dashboard/character/%E5%85%B7%E6%83%A7%E4%BF%B1%E9%A3%93%E9%A2%B6	[sound:ju4.mp3]	phonetic-component
巨:ju4	巨	jù	very large / huge / tremendous / gigantic	距拒炬钜鉅	矩		11	911	once:匚+?;radical:匚+?			https://hanzicraft.com/dashboard/character/%E5%B7%A8%E8%B7%9D%E6%8B%92%E7%82%AC%E9%92%9C%E9%89%85	[sound:ju4.mp3]	phonetic-component
厥:jue2	厥	jué	to faint / to lose consciousness / his / her / its / their	獗蹶镢蕨橛	撅噘		12	2749	once:厂+欮;radical:厂+丷+一+屮+欠			https://hanzicraft.com/dashboard/character/%E5%8E%A5%E7%8D%97%E8%B9%B6%E9%95%A2%E8%95%A8%E6%A9%9B	[sound:jue2.mp3]	phonetic-component
角:jue2	角	jué	role (theater) / to compete / ancient three legged wine vessel / third note of pentatonic scale	桷觖			32	735	once:⺈+用			https://hanzicraft.com/dashboard/character/%E8%A7%92%E6%A1%B7%E8%A7%96	[sound:jue2.mp3]	phonetic-component
岂:kai3	岂	kǎi	old variant of 愷|恺[kai3] / old variant of 凱|凯[kai3]	凯恺铠闿剀			10	1724	once:山+己;radical:山+己			https://hanzicraft.com/dashboard/character/%E5%B2%82%E5%87%AF%E6%81%BA%E9%93%A0%E9%97%BF%E5%89%80	[sound:kai3.mp3]	phonetic-component
豈:kai3	豈	kǎi	old variant of 愷|恺[kai3] / old variant of 凱|凯[kai3]	凱愷鎧闓剴			3	1724	once:山+豆;radical:山+豆			https://hanzicraft.com/dashboard/character/%E8%B1%88%E5%87%B1%E6%84%B7%E9%8E%A7%E9%97%93%E5%89%B4	[sound:kai3.mp3]	phonetic-component
亢:kang4	亢	kàng	high / overbearing / excessive	抗炕伉钪鈧	闶		18	3262	once:亠+几;radical:亠+几			https://hanzicraft.com/dashboard/character/%E4%BA%A2%E6%8A%97%E7%82%95%E4%BC%89%E9%92%AA%E9%88%A7	[sound:kang4.mp3]	phonetic-component
考:kao3	考	kǎo	to check / to verify / to test / to examine / to take an exam / to take an entrance exam for / deceased father	烤拷栲	铐		5	495	once:耂+丂;radical:耂+一+㇉			https://hanzicraft.com/dashboard/character/%E8%80%83%E7%83%A4%E6%8B%B7%E6%A0%B2	[sound:kao3.mp3]	phonetic-component
可:ke3	可	kě	can / may / able to / to approve / to permit / to suit / (particle used for emphasis) certainly / very	轲軻坷岢	柯苛珂疴钶		25	30	once:丁+口;radical:一+亅+口	kē / 柯苛珂轲軻		https://hanzicraft.com/dashboard/character/%E5%8F%AF%E8%BD%B2%E8%BB%BB%E5%9D%B7%E5%B2%A2	[sound:ke3.mp3]	phonetic-component
空:kong1	空	kōng	to empty / vacant / unoccupied / space / leisure / free time	崆倥箜	控鞚		9	272	once:穴+工;radical:穴+工			https://hanzicraft.com/dashboard/character/%E7%A9%BA%E5%B4%86%E5%80%A5%E7%AE%9C	[sound:kong1.mp3]	phonetic-component
會:kuai4	會	kuài	can / be possible / be able to / will / be likely to / be sure to / to assemble / to meet / to gather / to see / union / group / association / CL:個|个[ge4] / a moment (Taiwan pr. for this sense is [hui3])	儈膾獪噲澮			3	29	once:?+日;radical:人+一+口+丨+丷+日	huì / 繪薈燴		https://hanzicraft.com/dashboard/character/%E6%9C%83%E5%84%88%E8%86%BE%E7%8D%AA%E5%99%B2%E6%BE%AE	[sound:kuai4.mp3]	phonetic-component
会:kuai4	会	kuài	can / be possible / be able to / will / be likely to / be sure to / to assemble / to meet / to gather / to see / union / group / association / CL:個|个[ge4] / a moment (Taiwan pr. for this sense is [hui3])	侩脍狯哙浍			12	29	once:人+云;radical:人+二+厶	huì / 绘荟烩		https://hanzicraft.com/dashboard/character/%E4%BC%9A%E4%BE%A9%E8%84%8D%E7%8B%AF%E5%93%99%E6%B5%8D	[sound:kuai4.mp3]	phonetic-component
匡:kuang1	匡	kuāng	to rectify	筐哐诓誆	框眶		6	3254	once:匚+王;radical:匚+王			https://hanzicraft.com/dashboard/character/%E5%8C%A1%E7%AD%90%E5%93%90%E8%AF%93%E8%AA%86	[sound:kuang1.mp3]	phonetic-component
昆:kun1	昆	kūn	used in place names, notably Kunlun Mountains 崑崙|昆仑[Kun1 lun2] / (also used for transliteration)	锟錕琨鲲鯤		6/13	15	1757	once:日+比;radical:日+比			https://hanzicraft.com/dashboard/character/%E6%98%86%E9%94%9F%E9%8C%95%E7%90%A8%E9%B2%B2%E9%AF%A4	[sound:kun1.mp3]	phonetic-component
来:lai2	来	lái	to come / to arrive / to come round / ever since / next	莱涞徕崃	睐赉		7	15	once:未+丷;radical:木+一+丷			https://hanzicraft.com/dashboard/character/%E6%9D%A5%E8%8E%B1%E6%B6%9E%E5%BE%95%E5%B4%83	[sound:lai2.mp3]	phonetic-component
來:lai2	來	lái	to come / to arrive / to come round / ever since / next	萊淶徠崍	睞賚		5	15	once:木+从;radical:木+从			https://hanzicraft.com/dashboard/character/%E4%BE%86%E8%90%8A%E6%B7%B6%E5%BE%A0%E5%B4%8D	[sound:lai2.mp3]	phonetic-component
